* Measurement data measured by REW V5.31.3
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 0.264
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jul 20, 2025 8:30:42 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Light Grey Tips (M)
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
5220.000000	91.038	21.1127
5300.000000	90.907	21.6432
5380.000000	90.784	22.2573
5450.000000	90.685	22.8545
5520.000000	90.597	23.4955
5600.000000	90.510	24.2615
5700.000000	90.426	25.2410
5800.000000	90.369	26.2040
5900.000000	90.337	27.0834
6000.000000	90.324	27.8292
6080.000000	90.320	28.3220
6150.000000	90.315	28.6913
6220.000000	90.309	29.0221
6300.000000	90.296	29.3898
6400.000000	90.276	29.9049
6500.000000	90.261	30.5230
6600.000000	90.265	31.2504
6700.000000	90.297	32.0794
6800.000000	90.366	32.9933
6900.000000	90.485	33.9496
7000.000000	90.662	34.8940
7100.000000	90.909	35.7436
7200.000000	91.235	36.3975
7300.000000	91.650	36.6848
7400.000000	92.150	36.3917
7500.000000	92.728	35.2980
7620.000000	93.486	32.5197
7750.000000	94.295	27.2928
7880.000000	94.924	19.4717
8000.000000	95.131	10.3167
8120.000000	94.784	0.7242
8250.000000	93.773	-6.4777
8380.000000	93.120	-7.5148
8500.000000	93.337	-12.3982
8620.000000	92.781	-21.8062
8750.000000	91.371	-28.2546
8850.000000	90.258	-30.3231
9000.000000	88.823	-31.0444
9120.000000	87.862	-30.5737
9250.000000	86.971	-29.5091
9380.000000	86.212	-28.1189
9500.000000	85.611	-26.6974
9620.000000	85.098	-25.2507
9750.000000	84.629	-23.7611
9880.000000	84.242	-22.4427
10000.000000	83.949	-21.4487
10150.000000	83.656	-20.6121
10300.000000	83.424	-20.3560
10440.000000	83.239	-20.7344
10600.000000	83.026	-21.9153
10750.000000	82.782	-23.5931
10900.000000	82.486	-25.5350
11060.000000	82.142	-27.7185
11200.000000	81.832	-29.7975
11380.000000	81.403	-32.7234
11500.000000	81.091	-34.7025
11720.000000	80.491	-38.0641
11800.000000	80.278	-39.1623
12060.000000	79.676	-42.3722
12200.000000	79.427	-43.9915
12410.000000	79.164	-46.3265
12500.000000	79.104	-47.2967
12650.000000	79.091	-49.0221
12800.000000	79.177	-51.0870
13150.000000	79.628	-57.4283
13200.000000	79.716	-58.4869
13400.000000	80.127	-63.0975
13600.000000	80.634	-68.3773
13800.000000	81.233	-74.4117
14000.000000	81.927	-81.3547
14300.000000	83.147	-93.9670
14500.000000	84.078	-104.3446
14750.000000	85.321	-120.4177
15000.000000	86.466	-140.8260
15250.000000	87.183	-165.6996
15500.000000	87.151	166.3504
15750.000000	86.287	137.7665
16000.000000	84.821	110.4273
16250.000000	83.099	84.5774
16500.000000	81.383	59.3597
16750.000000	79.800	33.6165
17000.000000	78.367	6.4025
17250.000000	77.043	-22.6345
17500.000000	75.933	-53.3517
17750.000000	75.363	-87.0834
18000.000000	75.095	-126.0232
18250.000000	74.545	-169.9215
18500.000000	73.435	142.5382
18750.000000	71.720	92.2146
19000.000000	69.450	39.2947
19250.000000	66.659	-16.6396
19500.000000	63.353	-76.6760
19750.000000	59.642	-143.7089
20000.000000	56.559	147.6898
