* Measurement data measured by REW V5.31.3
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 0.264
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jul 20, 2025 8:34:12 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Black Tips (M)
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
740.000000	88.076	7.4606
750.000000	88.057	8.0172
762.000000	88.038	8.6919
775.000000	88.021	9.4397
788.000000	88.007	10.1898
800.000000	87.999	10.8933
812.000000	87.994	11.6060
825.000000	87.993	12.3843
838.000000	87.997	13.1718
850.000000	88.004	13.9009
862.000000	88.015	14.6365
875.000000	88.033	15.4274
885.000000	88.051	16.0281
900.000000	88.084	16.9272
912.000000	88.115	17.6456
925.000000	88.152	18.4192
938.000000	88.196	19.1759
950.000000	88.240	19.8582
962.000000	88.288	20.5162
975.000000	88.345	21.2039
988.000000	88.407	21.8772
1000.000000	88.467	22.4764
1015.000000	88.547	23.1891
1030.000000	88.629	23.8595
1044.000000	88.709	24.4418
1060.000000	88.803	25.0557
1075.000000	88.893	25.5862
1090.000000	88.985	26.0729
1106.000000	89.084	26.5475
1120.000000	89.169	26.9228
1138.000000	89.276	27.3591
1150.000000	89.347	27.6176
1172.000000	89.471	28.0280
1180.000000	89.515	28.1594
1206.000000	89.654	28.5473
1220.000000	89.724	28.7310
1241.000000	89.824	28.9714
1250.000000	89.864	29.0660
1265.000000	89.930	29.2125
1280.000000	89.992	29.3484
1315.000000	90.124	29.6537
1320.000000	90.142	29.6951
1340.000000	90.210	29.8611
1360.000000	90.273	30.0320
1380.000000	90.332	30.2058
1400.000000	90.389	30.3911
1430.000000	90.470	30.6798
1450.000000	90.521	30.8876
1475.000000	90.582	31.1639
1500.000000	90.642	31.4574
1525.000000	90.702	31.7644
1550.000000	90.761	32.0872
1575.000000	90.821	32.4242
1600.000000	90.881	32.7785
1625.000000	90.944	33.1403
1650.000000	91.008	33.5069
1675.000000	91.074	33.8811
1700.000000	91.143	34.2605
1725.000000	91.214	34.6435
1750.000000	91.287	35.0243
1775.000000	91.362	35.4007
1800.000000	91.440	35.7715
1825.000000	91.520	36.1391
1850.000000	91.603	36.5023
1875.000000	91.689	36.8589
1900.000000	91.778	37.2062
1925.000000	91.870	37.5408
1950.000000	91.964	37.8599
1975.000000	92.061	38.1631
2000.000000	92.161	38.4499
2030.000000	92.285	38.7708
2060.000000	92.412	39.0602
2090.000000	92.542	39.3146
2120.000000	92.675	39.5314
2140.000000	92.766	39.6563
2180.000000	92.951	39.8552
2200.000000	93.045	39.9239
2240.000000	93.235	40.0024
2270.000000	93.379	40.0046
2300.000000	93.524	39.9526
2330.000000	93.670	39.8450
2360.000000	93.816	39.6779
2400.000000	94.008	39.3612
2430.000000	94.149	39.0564
2470.000000	94.331	38.5599
2500.000000	94.461	38.1258
2540.000000	94.629	37.4753
2580.000000	94.787	36.7437
2620.000000	94.934	35.9261
2650.000000	95.037	35.2561
2690.000000	95.161	34.2961
2720.000000	95.244	33.5371
2760.000000	95.340	32.4884
2800.000000	95.419	31.4125
2850.000000	95.497	30.0406
2900.000000	95.553	28.6479
2950.000000	95.587	27.2326
3000.000000	95.596	25.8005
3040.000000	95.586	24.6536
3070.000000	95.567	23.8022
3110.000000	95.526	22.6920
3150.000000	95.469	21.6232
3200.000000	95.375	20.3705
3250.000000	95.260	19.2295
3300.000000	95.127	18.2151
3350.000000	94.982	17.3389
3400.000000	94.827	16.6042
3450.000000	94.666	16.0063
3500.000000	94.501	15.5429
3550.000000	94.336	15.2054
3600.000000	94.171	14.9827
3650.000000	94.008	14.8718
3700.000000	93.850	14.8672
3750.000000	93.698	14.9587
3820.000000	93.495	15.2423
3870.000000	93.361	15.5494
3950.000000	93.169	16.2004
4000.000000	93.068	16.6876
4060.000000	92.971	17.3104
4120.000000	92.900	17.9086
4180.000000	92.850	18.4103
